framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,14,512,512,0.011621333658695221
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,1025,5120,1536,0.015062222878138224
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,1536,3584,4096,0.04168088899718391
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,1793,4096,3584,0.047706666919920176
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,2816,7168,32,0.015834665960735746
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,2304,128,3072,0.01538755496342977
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,225,3072,7168,0.02772888872358534
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,97,8192,16384,0.025125333004527624
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,6,12288,1536,0.008438222110271454
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,8,128,512,0.005331555588377847
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,160,10240,7168,0.019109333554903667
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,3841,3584,3584,0.05193066596984863
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,32,10240,32,0.0024782222592168385
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,2304,4096,6144,0.034367998441060386
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,3329,8192,51200,1.7647475136650934
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,3840,3072,65536,0.7931369145711263
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,161,128,2048,0.009847111172146266
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,6,768,3072,0.011391999820868174
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,3328,2048,3584,0.04048888882001241
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,768,256,2560,0.011389333340856763
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,81,6144,1024,0.008614222208658854
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,113,2560,2048,0.00868088917599784
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,49,1536,5120,0.008277333445019191
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,96,4096,65536,0.0684222247865465
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,1024,3584,65536,0.18181955814361572
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,10,128,12288,0.0052737775776121355
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,8192,10240,2560,0.09772177537282307
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,80,128,128,0.0021546667234765156
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,8,6144,5120,0.012642666697502136
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,17,4096,2560,0.022619555393854778
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,160,128,6144,0.005893333504597346
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,1793,8192,4096,0.07718222008811103
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,2,7168,7168,0.04702933298216926
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,8,5120,128,0.0021359999146726397
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,4096,256,51200,0.12707644038730198
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,769,4096,1536,0.009912889036867354
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,2304,10240,7168,0.07401688893636067
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,112,512,4096,0.00777422222826216
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,1,5120,512,0.0052986666560173035
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,1025,7168,5120,0.0571004417207506
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,160,65536,6144,0.14528266588846842
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,2560,65536,3072,0.6077031029595269
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,6,128,1536,0.01254666679435306
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,5,5120,12288,0.02312799957063463
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,4096,2048,65536,0.7434559928046333
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,768,5120,7168,0.03827644387880961
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,11,2560,8192,0.011023110813564725
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,6,10240,3584,0.014803555276658801
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,2305,4096,3072,0.05256444546911451
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,257,4096,1536,0.01683555543422699
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,65,3072,32,0.005562666803598404
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,769,6144,7168,0.040272000763151385
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,1536,51200,51200,3.0580711364746094
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,32,12288,2560,0.029509332444932725
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,225,16384,12288,0.032708442873424955
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,48,1024,16384,0.018538667096032035
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,128,4096,768,0.006236444330877728
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,1,512,1024,0.003168888803985384
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,3073,512,768,0.009342222577995723
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,192,65536,10240,0.0812657806608412
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,1280,10240,51200,0.3096177842881945
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,3584,128,768,0.009679111341635386
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,2560,1024,2048,0.012490666574902005
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,112,4096,4096,0.008622222476535374
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,12,32,256,0.005559999909665849
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,10,2560,128,0.0052391112678580815
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,65,512,5120,0.008980444735950893
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,32768,768,65536,2.7783760494656033
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,12,1024,8192,0.014161777165200977
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,128,3072,256,0.005584888988071018
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,32768,1024,32,0.013554666605260638
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,nvfp4,225,1536,7168,0.010255110760529837
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,3073,2048,2048,0.018929777873886954
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,16384,12288,7168,1.9397271474202473
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8,1536,2560,6144,0.04440977838304308
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,2304,8192,16384,0.275614235136244
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,2048,4096,12288,0.12380445003509521
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,bfloat16,49,2560,1536,0.004026666697528628
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,3840,6144,65536,1.4007369147406683
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,2048,1536,128,0.015969778100649517
SGLang,0.5.10,NVIDIA GB200,gemm,sglang,fp8_block,81,51200,6144,0.09800177812576294
